Idosoby;Płeć;Wiek;Wykształcenie;Zamieszkanie;Wierzący;Religia;Myślenie o śmierci przygnębia mnie (Lęk);Często zastanawiam się, w jakiej sytuacji byłbym skłonny odebrać sobie życie (Fascynacja);Perspektywa mojej śmierci jest dla mnie przerażająca (Lęk);Śmierć jest dla mnie czymś przykrym (Lęk);Lubię wyobrażać sobie, w jaki sposób umrę (Fascynacja);Gdy ktoś porusza w mojej obecności kwestię śmierci, szybko staram się zmienić temat rozmowy (Lęk);W chwilach ciężkiego przygnębienia zaczynam myśleć o swoim zgonie (Fascynacja);Myślę, że w miarę upływu lat będę się częściej modlić (Lęk);W naprawdę ciężkiej sytuacji mógłbym zdecydować się na samobójstwo (Fascynacja);Często myślę o śmierci (Fascynacja);Lubię wyobrażać sobie własny pogrzeb (Fascynacja);Często myślę, że chciałbym umrzeć (Fascynacja);Napełnia mnie przerażeniem, gdy umierają bliskie mi osoby (Lęk);Śmierć jest dla mnie fascynującą tajemnicą (Fascynacja);O śmierci myślę bez lęku (Lęk);Śmierć jest najgorszym nieszczęściem w życiu człowieka (Lęk);Nie lubię filmów, w których jeden z głównych bohaterów umiera (Lęk);Nieraz trudno oderwać mi się od myśli o śmierci (Fascynacja);Lubię poznawać różne rytuały i obrzędy towarzyszące śmierci (Fascynacja);Nieraz wyobrażam sobie, co będzie się ze mną działo po śmierci (Fascynacja);Lubię rozmyślać na tematy związane ze śmiercią (Fascynacja);Interesują mnie obrazy przedstawiające śmierć i umieranie (Fascynacja);Często rozmawiam z ludźmi na temat śmierci (Fascynacja);Koleżeński (Wspolnotowość);Wyrozumiały (Wspólnotowość);Pewny siebie (Sprawczość);Skuteczny (Sprawczość);Opiekuńczy (Wspólnotowość);Przyjazny (Wspólnotowość);Konsekwentny (Sprawczość);Skłonny do kompromisu (Wspólnotowość);Uczynny (Wspólnotowość);Ambitny (Sprawczość);Życzliwy (Wspólnotowość);Doceniający innych (Wspólnotowść);Energiczny (Sprawczość);Przedsiębiorczy (Sprawczość);Współczujący (Wspólnotowość);O silnej woli (Sprawczość);Sprawny (Sprawczość);O skłonnościach przywódczych (Sprawczość);Wspierający innych (Sprawczość);Pomocny (Wspólnotowość);Przekonujący (Sprawczość);Wybaczający (Wspólnotowość);Przebojowy (Sprawczość);Pomysłowy (Sprawczość);Rozumiejący innych (Wspólnotowość);Zaradny (Sprawczość);Poświęcający się dla innych (Wspólnotowość);Zdecydowany (Sprawczość);Aktywny (Sprawczość);Wrażliwy na innych (Wspólnotowość);Pomniejszam wagę swoich osiągnięć (Autodeprecjacja);Sprawiam wrażenie, że wiem więcej, niż to jest naprawdę (Autopromocja);Podkreślam własne zasługi (Autopromocja);Sprawiam wrażenie osoby zajętej ważnymi sprawami (Autopromocja);Wypadam gorzej od drugiej osoby, żeby jej nie sprawić przykrości (Autodeprecjacja); Sprawiam wrażenie osoby niepewnej siebie (Autodeprecjacja);Pewnych zadań podejmuję się dla wykazania, że coś potrafię (Autopromocja);Podkreślam własne umiejętności (Autopromocja);Unikam mówienia o swoich sukcesach (Autodeprecjacja);Gdy niepokoję się, że coś mi nie wyjdzie, opowiadam o tym innym (Autodeprecjacja);Staram się wypaść na osobę znającą się na rzeczy (Autopromocja);Mówię przepraszam, nawet kiedy tak naprawdę to nie moja wina (Autodeprecjacja);Podkreślam swoje wady (Autodeprecjacja);Opowiadam o tym, co mi się udało (Autopromocja);Sprawiam wrażenie osoby pewnej siebie (Autopromocja);Staram się nie wywyższać (Autodeprecjacja);Gdy coś mi dobrze pójdzie, staram się pokazać także swoje wady (Autodeprecjacja);Przyznaję się do własnej bezradności (Autodeprecjacja);Mówię o swoich zaletach (Autopromocja);Nawet gdy czegoś nie potrafię, zachowuję się, jakbym to umiał (Autopromocja);Sprawiam wrażenie osoby kompetentnej (Autopromocja);Zachowuję się bardziej bezradnie niż się czuję (Autodeprecjacja);Opowiadam o tym, co mi się nie udało (Autodeprecjacja);Nadrabiam miną, gdy coś idzie nie tak (Autopromocja);Z góry twierdzę, że nie dam sobie z czymś rady (Autodeprecjacja);Unikam tego, by za dobrze wypaść (Autodeprecjacja);Kiedy brak mi wiedzy na jakiś temat, nie daję tego po sobie poznać (Autopromocja);Mówię zdecydowanym tonem, nawet kiedy wcale nie mam pewności (Autopromocja);Kiedy dobrze wypadnę, przekonuję innych, że to przypadek (Autodeprecjacja);W dyskusji lubię pokazać, że się dobrze znam na rzeczy (Autopromocja);Lęk przed śmiercią;Fascynacja śmiercią;Osobowość sprawcza;Osobowość wspólnotowa;Autodeprecjacja;Autopromocja
102;Mężczyzna;19;Średnie ogólne;Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej tak;Zdecydowanie nie;Raczej nie;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Tak;Raczej tak;Raczej nie;Raczej tak;Tak;Tak;Raczej tak;Zdecydowanie tak;Tak;Tak;Tak;Raczej tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Raczej nie;Nie;Nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Raczej tak;Zdecydowanie nie;Tak;Raczej tak;Tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Tak;Czasami;Czasami;Rzadko;Rzadko;Nigdy;Bardzo czesto;Czasami;Często;Czasami;Bardzo czesto;Często;Często;Rzadko;Rzadko;Nigdy;Czasami;Rzadko;Rzadko;Czasami;Rzadko;Bardzo czesto;Czasami;Rzadko;Czasami;Nigdy;Nigdy;Czasami;Nigdy;Rzadko;Bardzo czesto;2.44444444444444;1.21428571428571;3.93333333333333;5.6;2.6;2.86666666666667
123;Kobieta;19;Średnie ogólne;Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Tak;Tak;Nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Tak;Zdecydowanie tak;Tak;Zdecydowanie nie;Raczej tak;Raczej nie;Tak;Zdecydowanie tak;Tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Tak;Raczej tak;Czasami;Często;Często;Często;Nigdy;Nigdy;Nigdy;Często;Rzadko;Czasami;Często;Nigdy;Rzadko;Często;Często;Czasami;Rzadko;Często;Często;Często;Bardzo czesto;Nigdy;Rzadko;Często;Nigdy;Nigdy;Często;Bardzo czesto;Rzadko;Bardzo czesto;1.33333333333333;2.35714285714286;4.93333333333333;5.46666666666667;1.93333333333333;4
140;Kobieta;19;Średnie ogólne;Małe miasto (5-10 tyś. mieszkańców);Tak;Katolicyzm;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Raczej nie;Zdecydowanie tak;Raczej nie;Raczej tak;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Raczej nie;Tak;Tak;Tak;Tak;Tak;Tak;Raczej tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Raczej tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Tak;Tak;Tak;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Często;Często;Czasami;Często;Często;Rzadko;Bardzo czesto;Często;Czasami;Bardzo czesto;Bardzo czesto;Bardzo czesto;Bardzo czesto;Często;Często;Często;Często;Często;Rzadko;Czasami;Bardzo czesto;Czasami;Często;Często;Często;Rzadko;Czasami;Często;Bardzo czesto;Bardzo czesto;3;2.85714285714286;5.53333333333333;5.46666666666667;3.86666666666667;3.93333333333333
156;Kobieta;19;Średnie ogólne;Małe miasto (5-10 tyś. mieszkańców);Nie;Nie wierzący;Raczej nie;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Nie;Zdecydowanie tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Tak;Raczej tak;Raczej nie;Tak;Raczej nie;Nie;Nie;Tak;Tak;Nie;Raczej tak;Nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Nie;Nie;Tak;Bardzo czesto;Rzadko;Nigdy;Rzadko;Rzadko;Często;Często;Rzadko;Często;Często;Często;Rzadko;Rzadko;Czasami;Nigdy;Często;Rzadko;Często;Czasami;Rzadko;Rzadko;Często;Rzadko;Rzadko;Często;Nigdy;Czasami;Nigdy;Rzadko;Nigdy;1.55555555555556;1.14285714285714;3;5.6;3.06666666666667;2.2
186;Mężczyzna;19;Średnie ogólne;Średnie miasto (do 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Zdecydowanie nie;Raczej tak;Raczej nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej tak;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Tak;Raczej tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Nie;Nie;Tak;Raczej tak;Raczej nie;Raczej tak;Nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Nie;Trudno powiedzieć, trochę tak, trochę nie;Często;Bardzo czesto;Czasami;Rzadko;Nigdy;Często;Czasami;Rzadko;Często;Nigdy;Często;Bardzo czesto;Rzadko;Czasami;Rzadko;Rzadko;Często;Rzadko;Rzadko;Bardzo czesto;Rzadko;Rzadko;Rzadko;Rzadko;Często;Nigdy;Często;Czasami;Rzadko;Często;3;1.57142857142857;3.2;4.46666666666667;2.66666666666667;3.06666666666667
189;Kobieta;19;Średnie zawodowe;Średnie miasto (do 50 tyś. mieszkańców);Nie;Nie wierzący;Zdecydowanie tak;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie tak;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Raczej nie;Raczej tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej nie;Raczej tak;Raczej nie;Raczej tak;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Nie;Raczej nie;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Często;Często;Często;Rzadko;Rzadko;Często;Często;Często;Czasami;Często;Czasami;Bardzo czesto;Często;Często;Rzadko;Rzadko;Często;Często;Rzadko;Często;Czasami;Czasami;Rzadko;Czasami;Bardzo czesto;Czasami;Często;Rzadko;Często;Często;2.77777777777778;2.57142857142857;3.33333333333333;4.6;3.53333333333333;3.26666666666667
193;Mężczyzna;19;Średnie ogólne;Średnie miasto (do 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej tak;Zdecydowanie tak;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie nie;Raczej tak;Zdecydowanie tak;Raczej tak;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Tak;Zdecydowanie tak;Raczej nie;Raczej tak;Tak;Raczej tak;Nie;Zdecydowanie tak;Tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej tak;Nie;Nie;Raczej nie;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Tak;Raczej nie;Tak;Rzadko;Często;Nigdy;Nigdy;Czasami;Rzadko;Czasami;Rzadko;Często;Często;Bardzo czesto;Często;Często;Często;Czasami;Bardzo czesto;Bardzo czesto;Czasami;Nigdy;Nigdy;Często;Nigdy;Rzadko;Bardzo czesto;Bardzo czesto;Rzadko;Nigdy;Rzadko;Rzadko;Bardzo czesto;2.33333333333333;2.28571428571429;3.8;5.86666666666667;3.2;2.8
198;Mężczyzna;19;Średnie ogólne;Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej nie;Raczej tak;Zdecydowanie tak;Raczej tak;Raczej nie;Raczej tak;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Raczej nie;Raczej tak;Zdecydowanie tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Raczej tak;Zdecydowanie nie;Tak;Raczej tak;Nie;Raczej nie;Raczej tak;Zdecydowanie tak;Nie;Tak;Raczej tak;Raczej nie;Raczej tak;Tak;Raczej nie;Raczej nie;Zdecydowanie tak;Nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Bardzo czesto;Rzadko;Rzadko;Nigdy;Nigdy;Często;Rzadko;Rzadko;Często;Bardzo czesto;Czasami;Bardzo czesto;Często;Czasami;Rzadko;Bardzo czesto;Czasami;Bardzo czesto;Czasami;Rzadko;Czasami;Często;Często;Rzadko;Bardzo czesto;Rzadko;Rzadko;Nigdy;Nigdy;Czasami;2.66666666666667;2.35714285714286;3.33333333333333;5.66666666666667;3.8;2.2
200;Kobieta;19;Średnie ogólne;Wieś;Nie;Nie wierzący;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Raczej tak;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Tak;Raczej nie;Raczej nie;Nie;Raczej nie;Tak;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Nie;Tak;Nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej nie;Zdecydowanie tak;Nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Tak;Czasami;Często;Czasami;Rzadko;Rzadko;Bardzo czesto;Czasami;Czasami;Rzadko;Często;Często;Czasami;Często;Czasami;Nigdy;Często;Często;Często;Rzadko;Nigdy;Czasami;Rzadko;Często;Czasami;Często;Nigdy;Rzadko;Czasami;Rzadko;Bardzo czesto;3.33333333333333;2.42857142857143;3.33333333333333;4.93333333333333;3.2;2.8
203;Mężczyzna;19;Średnie zawodowe;Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej tak;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Raczej tak;Tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Nie;Raczej nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Zdecydowanie nie;Raczej tak;Nie;Raczej tak;Nie;Raczej tak;Raczej nie;Raczej nie;Rzadko;Czasami;Czasami;Rzadko;Nigdy;Rzadko;Rzadko;Często;Nigdy;Często;Czasami;Nigdy;Czasami;Często;Czasami;Bardzo czesto;Rzadko;Bardzo czesto;Bardzo czesto;Nigdy;Czasami;Nigdy;Czasami;Nigdy;Często;Nigdy;Czasami;Rzadko;Nigdy;Czasami;1.33333333333333;2.57142857142857;4.46666666666667;4.06666666666667;2.4;2.8
209;Kobieta;19;Średnie zawodowe;Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Raczej nie;Zdecydowanie tak;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Nie;Zdecydowanie nie;Tak;Nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Nie;Nie;Nie;Trudno powiedzieć, trochę tak, trochę nie;Nie;Zdecydowanie tak;Zdecydowanie nie;Raczej nie;Raczej tak;Bardzo czesto;Bardzo czesto;Często;Nigdy;Czasami;Rzadko;Nigdy;Nigdy;Nigdy;Nigdy;Często;Bardzo czesto;Bardzo czesto;Czasami;Rzadko;Rzadko;Często;Nigdy;Nigdy;Często;Rzadko;Rzadko;Często;Czasami;Bardzo czesto;Rzadko;Często;Rzadko;Bardzo czesto;Czasami;2.11111111111111;2.85714285714286;2.6;4.2;3.13333333333333;2.66666666666667
211;Mężczyzna;19;Średnie ogólne;Średnie miasto (do 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej nie;Zdecydowanie tak;Zdecydowanie nie;Raczej nie;Raczej tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Tak;Tak;Nie;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;Raczej nie;Tak;Raczej tak;Raczej nie;Raczej nie;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Tak;Tak;Nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Zdecydowanie tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Często;Bardzo czesto;Rzadko;Często;Czasami;Rzadko;Rzadko;Często;Często;Często;Nigdy;Bardzo czesto;Często;Czasami;Często;Bardzo czesto;Rzadko;Bardzo czesto;Czasami;Nigdy;Bardzo czesto;Rzadko;Czasami;Często;Często;Nigdy;Rzadko;Nigdy;Czasami;Bardzo czesto;1.33333333333333;3.42857142857143;3.8;6.2;3.4;3.06666666666667
23;Mężczyzna;18;Średnie ogólne;Średnie miasto (do 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Tak;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;Raczej tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Raczej nie;Tak;Zdecydowanie nie;Tak;Raczej tak;Tak;Raczej tak;Tak;Tak;Tak;Rzadko;Nigdy;Rzadko;Rzadko;Nigdy;Nigdy;Nigdy;Czasami;Rzadko;Czasami;Rzadko;Nigdy;Nigdy;Często;Czasami;Często;Rzadko;Czasami;Często;Nigdy;Często;Nigdy;Czasami;Nigdy;Czasami;Nigdy;Rzadko;Rzadko;Nigdy;Rzadko;1.55555555555556;1.35714285714286;5.33333333333333;5.33333333333333;1.93333333333333;2.26666666666667
49;Mężczyzna;18;Średnie ogólne;Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej tak;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie tak;Raczej nie;Raczej nie;Raczej tak;Tak;Tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Raczej nie;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Nie;Nigdy;Często;Bardzo czesto;Bardzo czesto;Nigdy;Rzadko;Bardzo czesto;Często;Rzadko;Nigdy;Bardzo czesto;Nigdy;Czasami;Bardzo czesto;Często;Rzadko;Czasami;Rzadko;Bardzo czesto;Bardzo czesto;Bardzo czesto;Rzadko;Nigdy;Często;Nigdy;Bardzo czesto;Często;Bardzo czesto;Nigdy;Często;1.44444444444444;2.21428571428571;6.06666666666667;5.46666666666667;1.86666666666667;4.6
51;Kobieta;18;Średnie ogólne;Wieś;Tak;Katolicyzm;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Zdecydowanie tak;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie tak;Tak;Tak;Tak;Zdecydowanie tak;Tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej tak;Tak;Tak;Tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Często;Rzadko;Nigdy;Nigdy;Często;Nigdy;Rzadko;Nigdy;Czasami;Bardzo czesto;Czasami;Czasami;Bardzo czesto;Rzadko;Często;Bardzo czesto;Bardzo czesto;Rzadko;Rzadko;Nigdy;Czasami;Nigdy;Bardzo czesto;Czasami;Bardzo czesto;Czasami;Rzadko;Rzadko;Bardzo czesto;Czasami;2.22222222222222;2.78571428571429;5.53333333333333;6.06666666666667;3.73333333333333;2.13333333333333
